	id	name
4132	DB04393	Soneclosan
4133	DB04394	3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide
4134	DB04395	Phosphoaminophosphonic Acid-Adenylate Ester
4135	DB04396	Thiodigalactoside
4136	DB04397	Alpha-D-Glucose-1-Phosphate-6-Vanadate
4137	DB04398	Lactic acid
4138	DB04400	L-erythro-7,8-dihydrobiopterin
4139	DB04401	Betaine aldehyde
4140	DB04404	Allosamizoline
4141	DB04405	2-[2-(1,3-Dioxo-1,3-Dihydro-2h-Isoindol-2-Yl)Ethyl]-4-(4'-Ethoxy-1,1'-Biphenyl-4-Yl)-4-Oxobutanoic Acid
4142	DB04406	3-(Phosphonomethyl)Pyridine-2-Carboxylic Acid
4143	DB04407	4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
4144	DB04408	Ncs-Chromophore
4145	DB04409	Naphthalene Trisulfonate
4146	DB04410	3-Phenylpropylamine
4147	DB04411	Alpha-N-Dichloroacetyl-P-Aminophenylserinol
4148	DB04414	Heptamolybdate
4149	DB04415	3-Amino-1-Chloro-4-Phenyl-Butanol-2-Yl
4150	DB04416	R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid
4151	DB04417	P-Nitrophenol
4152	DB04418	Adenylosuccinic acid
4153	DB04419	D-norleucine
4154	DB04421	Nicotinamide adenine dinucleotide 3-pentanone adduct
4155	DB04422	Homocysteine
4156	DB04423	Coproporphyrin I containing CO(III)
4157	DB04424	RPR128515
4158	DB04425	7,8-Dihydroneopterin
4159	DB04426	Alpha-Methyl-N-Acetyl-D-Glucosamine
4160	DB04427	4-Methyl-N-[(2S)-1-oxo-3-phenyl-1-[[(3S)-1-phenyl-5-(phenylmethoxysulfamoyl)pentan-3-yl]amino]propan-2-yl]piperazine-1-carboxamide
4161	DB04429	4'-Hydroxyflavanone
4162	DB04430	3-(4-Phenylamino-Phenylamino)-2-(1h-Tetrazol-5-Yl)-Acrylonitrile
4163	DB04431	4-epi-vancosaminyl derivative of vancomycin
4164	DB04432	ZK-805623
4165	DB04433	Verpacamide A
4166	DB04434	Naphthyridine Inhibitor
4167	DB04436	3-Fluoro-L-tyrosine
4168	DB04437	Cysteine-Methylene-Carbamoyl-1,10-Phenanthroline
4169	DB04438	Brivudine monophosphate
4170	DB04439	Modified Acarbose Pentasaccharide
4171	DB04440	Nebularine
4172	DB04441	2-Fluoroadenosine
4173	DB04442	Imino[2-(2-oxo-1,2-dihydro-3-pyridinyl)-1H-benzimidazol-5-yl]methanaminium
4174	DB04444	Tetrafluoroaluminate Ion
4175	DB04445	Mercuric iodide
4176	DB04446	Benzo[B]Thiophene-2-Carboxamidine
4177	DB04447	1,4-Dithiothreitol
4178	DB04448	2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene
4179	DB04449	5-(3,3-Dihydroxypropeny)-3-Methoxy-Benzene-1,2-Diol
4180	DB04450	Heptyl 1-Thiohexopyranoside
4181	DB04451	4-Methylpiperazin-1-Yl Carbonyl Group
4182	DB04452	Aminoquinuride
4183	DB04453	4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose
4184	DB04454	Alpha-Aminobutyric Acid
4185	DB04455	N,N,N-trimethylglycinium
4186	DB04456	Arsenous acid
4187	DB04457	2'-Deoxyguanosine-5'-Monophosphate
4188	DB04458	2,2-Dichloro-1-methanesulfinyl-3-methyl-cyclopropanecarboxylic acid [1-(4-bromo-phenyl)-ethyl]-amide
4189	DB04459	3,4-Dichloroisocoumarin
4190	DB04460	(C8-S)-Hydantocidin 5'-phosphate
4191	DB04461	Coproporphyrinogen III
4192	DB04462	Tetrabromo-2-Benzotriazole
4193	DB04463	3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol
4194	DB04464	N-Formylmethionine
4195	DB04465	Lactose
4196	DB04466	SR12813
4197	DB04467	N-(5'-phosphopyridoxyl)-L-alanine
4198	DB04468	Afimoxifene
4199	DB04469	1-(4-Methoxyphenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester
4200	DB04470	CRA_10656
4201	DB04471	2-Phenyl-1-[4-(2-Piperidin-1-Yl-Ethoxy)-Phenyl]-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol
4202	DB04472	(R)-1-Para-Nitro-Phenyl-2-Azido-Ethanol
4203	DB04473	alpha-L-fucose
4204	DB04474	8-anilinonaphthalene-1-sulfonic acid
4205	DB04476	Trencam-3,2-Hopo
4206	DB04477	2'-Deoxy-2'-[(3,5-dimethoxybenzoyl)amino]-N-[(1R)-1,2,3,4-tetrahydro-1-naphthalenyl]adenosine
4207	DB04478	Cp-166572, 2-Hydroxymethyl-4-(4-N,N-Dimethylaminosulfonyl-1-Piperazino)-Pyrimidine
4208	DB04479	4-Nitro-Inden-1-One
4209	DB04480	3-(4-Fluorophenyl)-2-(6-Methylpyridin-2-Yl)-5,6-Dihydro-4h-Pyrrolo[1,2-B]Pyrazole
4210	DB04481	Erythritol
4211	DB04482	Cmp-2-Keto-3-Deoxy-Octulosonic Acid
4212	DB04483	2-deoxy-2-fluoro-β-D-mannose
4213	DB04484	L-phenylalaninol
4214	DB04485	Thymidine
4215	DB04486	(2s)-2,8-Diaminooctanoic Acid
4216	DB04487	N-Methylleucine
4217	DB04488	(6S)-N-[(2S,3R,6R,7R)-3-(Acetyloxymethyl)-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]octan-7-yl]-6-[(2-aminoacetyl)amino]-7-hydroxy-7-oxoheptanimidate
4218	DB04489	Guanidinoethylmercaptosuccinic acid
4219	DB04490	3-(Mercaptomethylene)Pyridine
4220	DB04491	Diisopropylphosphono Group
4221	DB04492	2-(acetylamino)-2-deoxy-4-O-sulfo-alpha-D-galactopyranose
4222	DB04493	Fructose-6-phosphate
4223	DB04494	Dihydroxy(oxo)molybdenum(6+)
4224	DB04495	Paratoulene phosphate
4225	DB04496	4-Phospho-D-erythronohydroxamic acid
4226	DB04497	2'-Monophosphoadenosine-5'-Diphosphoribose
4227	DB04498	Aspartate Semialdehyde
4228	DB04499	(R)-styrene oxide
4229	DB04500	Acedoben
4230	DB04501	Camphane
4231	DB04502	WRR-204
4232	DB04503	Sp-722
4233	DB04504	(3s)-2,3,4,5-Tetrahydropyridin-3-Amine
4234	DB04505	8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine
4235	DB04506	Chlorophyll B
4236	DB04508	Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside
4237	DB04509	N-Methylnaloxonium
4238	DB04510	3-phospho-D-glyceric acid
4239	DB04511	N-Succinyl Methionine
4240	DB04512	2-Isobutyl-3-methoxypyrazine
4241	DB04513	N-(6-Aminohexyl)-5-Chloro-1-Naphthalenesulfonamide
4242	DB04514	Uridylyl-2'-5'-phospho-guanosine
4243	DB04515	2-O-methyl-alpha-L-fucopyranose
4244	DB04516	2-Deoxy-Glucitol-6-Phosphate
4245	DB04517	Dipyrromethane Cofactor
4246	DB04518	3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
4247	DB04519	Caprylic acid
4248	DB04520	(3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione
4249	DB04521	4-S-Glutathionyl-5-pentyl-tetrahydro-furan-2-ol
4250	DB04522	Dexfosfoserine
4251	DB04523	Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate
4252	DB04524	Malonyl-CoA
4253	DB04525	N-(3-Carboxypropanoyl)-L-phenylalanyl-3-carboxy-O-(carboxymethyl)-N-pentyl-L-tyrosinamide
4254	DB04526	L-Glycero-D-Manno-Heptopyranose
4255	DB04527	beta-Hydroxyasparagine
4256	DB04528	2,4-Dinitrophenol
4257	DB04529	Desvancosaminyl vancomycin
4258	DB04530	S,S-(2-Hydroxyethyl)Thiocysteine
4259	DB04531	S-Benzylcysteine
4260	DB04532	Indole
4261	DB04533	2-Amino-4-methylphenol
4262	DB04534	5-Nitroindazole
4263	DB04537	Tryptophanamide
4264	DB04538	threo-3-methyl-L-aspartic acid
4265	DB04539	Glyphosate
4266	DB04540	Cholesterol
4267	DB04541	Cyclo(prolylglycyl)
4268	DB04542	Zidovudine diphosphate
4269	DB04543	2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One
4270	DB04544	1-Deoxy-1-acetylamino-beta-D-gluco-2-heptulopyranosonamide
4271	DB04545	Afegostat
4272	DB04546	3-Deazaadenosine
4273	DB04547	Inhibitor BEA409
4274	DB04548	4-Deoxy-D-Glucuronic Acid
4275	DB04549	4-(Aminosulfonyl)-N-[(2,3,4-Trifluorophenyl)Methyl]-Benzamide
4276	DB04551	beta-D-fructofuranose 1,6-bisphosphate
4277	DB04552	Niflumic acid
4278	DB04553	2-Oxobutanoic Acid
4279	DB04554	8-Bromoadenosine-5'-Diphosphate
4280	DB04555	Cytidine-5'-Diphosphate
4281	DB04556	NAP-226-90
4282	DB04557	Arachidonic Acid
4283	DB04559	N-(Chlorophenyl)-N'-hydroxyguanidine
4284	DB04560	4,7-Dioxosebacic Acid
4285	DB04561	4-acetamido-2,4-didexoy-D-glycero-beta-D-galacto-octopyranosylphosphonic acid
4286	DB04562	Tricarballylic acid
4287	DB04563	CRA_9678
4288	DB04564	Gluconolactone
4289	DB04565	4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid
4290	DB04566	Inosinic Acid
4291	DB04567	Chromophore (Gly-Tyr-Gly)
4292	DB04568	5-Aminoimidazole Ribonucleoside
4293	DB04569	Benzyl formate
4294	DB04570	Latamoxef
4295	DB04571	Trioxsalen
4296	DB04572	Thiotepa
4297	DB04573	Estriol
4298	DB04574	Estrone sulfate
4299	DB04575	Quinestrol
4300	DB04576	Fleroxacin
4301	DB04577	1-(1-phenylcyclopentyl)methylamine
4302	DB04578	(S)-2-[(R)-3-amino-4-(2-fluorophenyl)butyryl]-1,2,3,4-tetrahydroisoquinoline-3-carboxamide
4303	DB04579	N-{[(2S,3S)-3-(Ethoxycarbonyl)-2-oxiranyl]carbonyl}-L-threonyl-L-isoleucine
4304	DB04580	1-Methyl-2-quinolone
4305	DB04581	1-benzylimidazole
4306	DB04582	Imazaquin
4307	DB04583	5-Carbamoyl-1,1':4',1''-terphenyl-3-carboxylic acid
4308	DB04584	Phenyldehydroalanine
4309	DB04585	DEHYDRO-2(S)-AMINO-6-BORONOHEXANOIC ACID
4310	DB04586	o-Bromophenol
4311	DB04587	2'-O-butyl-5-methyluridine
4312	DB04588	N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE
4313	DB04590	(2R)-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO){5-ETHOXY-2-FLUORO-3-[(3R)-TETRAHYDROFURAN-3-YLOXY]PHENYL}ACETICACID
4314	DB04591	N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE
4315	DB04592	3-Bromo-3-buten-1-ol
4316	DB04593	3-({1-[3-CARBAMIMIDOYL-1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-PROPYLCARBAMOYL]-2-METHYL-BUTYLSULFAMOYL}-METHYL)-BENZOIC ACID
4317	DB04594	3-hydroxyglutaric acid
4318	DB04595	(E)-(4S,6S)-8-METHYL-6-((S)-3-METHYL-2-{(S)-2-[(5-METHYL-ISOXAZOLE-3-CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID BENZYL ESTER
4319	DB04596	4-O-{4,6-O-[(1S)-1-Carboxyethylidene]-β-D-mannopyranosyl}-D-glucopyranuronic acid
4320	DB04597	[4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE]
4321	DB04598	2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID
4322	DB04599	Aniracetam
4323	DB04600	4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE
4324	DB04601	4-[(4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE
4325	DB04602	PUROMYCIN AMINONUCLEOSIDE-5'-MONOPHOSPHATE
4326	DB04603	5-Formyl-2'-deoxy-cytidine-5'-monophosphate
4327	DB04604	5-iodotubercidin
4328	DB04605	5-Aminoisoquinoline
4329	DB04606	2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE)
4330	DB04607	PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE
4331	DB04608	9-HYDROXY-4-PHENYL-6H-PYRROLO[3,4-C]CARBAZOLE-1,3-DIONE
4332	DB04609	INHIBITOR Q8467 OF DUPONT MERCK
4333	DB04610	7,8-dihydro-6-hydroxymethyl-7-methyl-7-[2-phenylethyl]-pterin
4334	DB04612	N-METHYLALANYL-3-METHYLVALYL-4-PHENOXY-N-(1,2,3,4-TETRAHYDRONAPHTHALEN-1-YL)PROLINAMIDE
4335	DB04613	(E)-(4S,6S)-6-((S)-2-{(S)-2-[(FURAN-2-CARBONYL)-AMINO]-3-METHYL-BUTYRYLAMINO}-3-METHYL-BUTYRYLAMINO)-8-METHYL-5-OXO-4-((R)-2-OXO-PYRROLIDIN-3-YLMETHYL)-NON-2-ENOIC ACID ETHYL ESTER
4336	DB04614	(R)-tacrine(10)-hupyridone
4337	DB04615	(S)-tacrine(10)-hupyridone
4338	DB04616	TACRINE(8)-4-AMINOQUINOLINE
4339	DB04617	(9S)-9-[(8-AMMONIOOCTYL)AMINO]-1,2,3,4,9,10-HEXAHYDROACRIDINIUM
4340	DB04618	4,6-DIDEOXY-4-{[4-[(4-O-HEXOPYRANOSYLHEXOPYRANOSYL)OXY]-5,6-DIHYDROXY-3-(HYDROXYMETHYL)CYCLOHEX-2-EN-1-YL]AMINO}HEXOPYRANOSYL-(1->4)HEXOPYRANOSYL-(1->4)HEXOPYRANOSE
4341	DB04619	Acetophenone
4342	DB04620	Cycloleucine
4343	DB04622	N-acetylhistamine
4344	DB04623	2-ETHOXYETHYL (2S,3S)-4-((S)-2-BENZYL-3-OXO-4-((3AR,8R,8AS)-2-OXO-3,3A,8,8A-TETRAHYDRO-2H-INDENO[1,2-D]OXAZOL-8-YL)-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE
4345	DB04624	DERIVATIVE OF AKLANONIC ACID METHYL ESTER (AAME)
4346	DB04626	Apramycin
4347	DB04627	Cyclouridine
4348	DB04628	Allosamidin
4349	DB04629	Aplyronine A
4350	DB04630	Aldosterone
4351	DB04631	Atpenin A5
4352	DB04632	4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE
4353	DB04633	N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine
4354	DB04634	N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE
4355	DB04636	Glutamine t-butyl ester
4356	DB04637	6-Bromo-1-hexanol
4357	DB04638	2,5-di-tert-butylhydroquinone
4358	DB04639	Biphenylalanine
4359	DB04640	Naphthalene-2,6-disulfonic acid
4360	DB04641	3,7-DIHYDROXYNAPHTHALENE-2-CARBOXYLIC ACID
4361	DB04642	7-{2,6-DICHLORO-4-[3-(2-CHLORO-BENZOYL)-UREIDO]-PHENOXY}-HEPTANOIC ACID
4362	DB04643	4-{3-CHLORO-4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-PHENOXY}-BUTYRIC ACID
4363	DB04644	4-{4-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2,3-DIMETHYL-PHENOXY}-BUTYRIC ACID
4364	DB04645	5-{3-[3-(2,4-DICHLORO-BENZOYL)-UREIDO]-2-METHYL-PHENOXY}-PENTANOIC ACID
4365	DB04646	Dibromothymoquinone
4366	DB04647	BOC-GAMMA-D-GLU-L-LYS(CBZ)-D-BOROALA
4367	DB04648	S-propylamine-L-cysteine
4368	DB04649	TETRAHEDRAL INTERMEDIATE OF BLASTICIDIN S
4369	DB04650	5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID
4370	DB04651	BIOTINOL-5-AMP
4371	DB04652	Corticosterone
4372	DB04653	N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide
4373	DB04654	4-PIPERIDIN-4-YLBUTANAL
4374	DB04655	Metoprine
4375	DB04656	1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID
4376	DB04657	Carboxin
4377	DB04658	Calystegine B2
4378	DB04659	(1S,2S,3R,4S,5S)-2,3,4-TRIHYDROXY-5-(HYDROXYMETHYL)CYCLOHEXYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE
4379	DB04660	Choline alfoscerate
4380	DB04661	cis-tetracosenoyl sulfatide
4381	DB04662	OLOMOUCINE II
4382	DB04663	2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM
4383	DB04664	Cyclohexyl-pentyl-maltoside
4384	DB04665	Coumarin
4385	DB04666	CHROMOPHORE (LYS-TYR-GLY)
4386	DB04667	CHROMOPHORE (HIS-TYR-GLY)
4387	DB04668	CHROMOPHORE (GLU-TYR-GLY)
4388	DB04669	TRIAZOLOPYRIMIDINE
4389	DB04671	[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium
4390	DB04672	Cyclic 3',5'-thymidine monophosphate
4391	DB04673	4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE
4392	DB04674	2-HYDROXY-3,5-DIIODOBENZOIC ACID
4393	DB04676	Dansyllysine
4394	DB04677	N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE
4395	DB04678	H TYPE II TRISACCHARIDE
4396	DB04679	Human blood group H type 1 trisaccharide
4397	DB04680	GALACTOSE GREASE
4398	DB04681	BETA-METHYLLACTOSIDE
4399	DB04682	Octylphenoxy polyethoxyethanol
4400	DB04683	(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE
4401	DB04684	Bis(6-aminohexyl)amine
4402	DB04685	1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE
4403	DB04686	CHROMOPHORE (ASP-TYR-GLY)
4404	DB04687	DIMETHYL THIOPHOSPHATE
4405	DB04688	Methylecgonine
4406	DB04689	2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
4407	DB04690	Camptothecin
4408	DB04691	2'-O-[1-ethyl-1H-imidazol)] thymidine-5'-monophosphate
4409	DB04692	Ethyl (2E)-4-({(2S)-2-[(N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-valyl)amino]-2-phenylacetyl}amino)-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoate
4410	DB04693	Estrane-3,17-dione
4411	DB04694	2,6-anhydro-3-deoxy-3-fluoronononic acid
4412	DB04695	Farnesyl thiopyrophosphate
4413	DB04696	4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN
4414	DB04697	TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE
4415	DB04698	N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide
4416	DB04699	gamma-Butyrolactone
4417	DB04700	GLUTATHIONE SULFINATE
4418	DB04701	S-Methyl glutathione
4419	DB04702	S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE
4420	DB04703	Hesperidin
4421	DB04704	20-hydroxycholesterol
4422	DB04705	25-Hydroxycholesterol
4423	DB04706	7beta-hydroxycholesterol
4424	DB04707	Hydroxyfasudil
4425	DB04708	(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE
4426	DB04709	(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE
4427	DB04710	(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER
4428	DB04711	Iodipamide
4429	DB04712	ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE
4430	DB04713	4-Iodo-D-phenylalanine
4431	DB04714	ISOPENTENYL PYROPHOSPHATE
4432	DB04715	IMIDAZOPYRIDAZIN 1
4433	DB04716	2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one
4434	DB04717	2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin
4435	DB04718	(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-2-O-{2-[(piperidin-3-ylmethyl)amino]ethyl}-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside
4436	DB04719	DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE
4437	DB04720	S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE
4438	DB04721	N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE
4439	DB04722	2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide
4440	DB04723	2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID
4441	DB04724	(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide
4442	DB04725	Licofelone
4443	DB04726	Lumiflavin
4444	DB04727	1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea
4445	DB04728	Lividomycin A
4446	DB04729	Gentamicin C1a
4447	DB04731	1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE
4448	DB04732	N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID
4449	DB04733	1,6-DI-O-PHOSPHONO-D-MANNITOL
4450	DB04734	Citraconic acid
4451	DB04735	MONOGALACTOSYL-DIACYLGLYCEROL
4452	DB04736	2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE
4453	DB04737	(S)-mandelonitrile
4454	DB04738	Motuporin
4455	DB04739	4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE
4456	DB04740	Moxalactam (hydrolyzed)
4457	DB04741	Myxothiazol
4458	DB04742	(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid
4459	DB04743	Nimesulide
4460	DB04744	Lawsone
4461	DB04745	2-Hydroxyquinoline
4462	DB04746	(10E,12Z)-octadecadienoic acid
4463	DB04747	11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID
4464	DB04748	OXIMINOARYLSULFONAMIDE
4465	DB04749	2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE
4466	DB04750	OREGON GREEN 488 CARBOXYLATE
4467	DB04751	Purvalanol A
4468	DB04752	Phosphatidyl ethanol
4469	DB04753	9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE
4470	DB04754	GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE
4471	DB04755	PROPYL-1-PHOSPHATE
4472	DB04756	2-[(3,5-Dichloro-4-trioxidanylphenyl)amino]benzoic acid
4473	DB04757	GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE
4474	DB04758	2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE)
4475	DB04759	PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)
4476	DB04760	PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)
4477	DB04761	PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]
4478	DB04762	N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE
4479	DB04763	1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM
4480	DB04764	[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE
4481	DB04765	N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE
4482	DB04767	N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID
